ax,ay,az,label
0.04967141530112327,0.42277825613321923,9.932482172502562,walk
0.07986422717574385,0.4232955980011016,9.982005583074187,walk
0.24883113015240824,0.3730648872656099,9.906713305077654,walk
0.42021638313030085,0.32567302700494155,9.9380694321365,walk
0.31885821549201077,0.46962495550765165,9.756432258788903,walk
0.38109480149255565,0.4344238747802301,9.938886421195788,walk
0.6103348077837489,0.46587162958446343,9.885276405849236,walk
0.5610350534796065,0.40781399096977444,9.768029114326152,walk
0.4520659256206406,0.4049996993841173,9.878482670749102,walk
0.5503133550158354,0.19163930030513376,9.868690367049794,walk
0.4291864888663306,0.31333560645925135,9.577440614688115,walk
0.39158036466490614,0.1313564028849318,9.627376787323037,walk
0.40945284854449804,0.2451694125899323,9.595600967071533,walk
0.12738397040856514,-0.10656210713636244,9.551907041333957,walk
0.06838505379955431,0.06199993790083322,9.707686148184402,walk
0.09827974426337649,-0.1618051215495539,9.59040608286369,walk
-0.038616495251290336,-0.31030462182263546,9.575125575606044,walk
2.9473494870715933e-05,-0.348433011257616,9.400008417873671,walk
-0.2151473511345484,-0.3763315416210094,9.669825170795198,walk
-0.35412001591606546,-0.33393571294149854,9.49510875002145,walk
-0.1473277492540811,-0.3427917874345051,9.644189864151645,walk
-0.3870619437593592,-0.45717262454015056,9.690828272610082,walk
-0.41541114228221504,-0.39280216400159734,9.828900500588068,walk
-0.6073630615654714,-0.15287481441240605,9.595493049551154,walk
-0.5455818978168626,-0.15807791269975358,9.460572521500772,walk
-0.4889077410290134,-0.23921034550721584,9.81838495447537,walk
-0.6062429831065747,-0.22103300332403233,10.017527381068232,walk
-0.4273184411095584,-0.14685602358208602,9.99751954583088,walk
-0.48222783174288797,-0.025905499285575305,9.928131300523262,walk
-0.39365368869003375,-0.11484356015109226,9.887745802622534,walk
-0.35406328736917636,0.03683613227375773,10.04251565853872,walk
-0.027661827331642713,-0.03136323928964255,9.883610790522757,walk
-0.12569466605622065,0.24353887856067655,10.041352409161348,walk
-0.13716635266024668,0.3292443400997349,10.050152361602319,walk
0.144921107992471,0.2677433587203387,10.104443931012785,walk
0.03242413219037135,0.5138012860043504,10.266177307150139,walk
0.26176319655133296,0.2615409079705431,10.014502932726652,walk
0.12274498248636703,0.25178729782025,9.903206285984409,walk
0.25243801649805153,0.4206699676972292,9.924927366730538,walk
0.45783946360884414,0.4888273045319927,9.719443144331432,walk
0.5493749161471178,0.5247953788211339,9.792332085766084,walk
0.513194178776236,0.27017357866338226,9.78413840290155,walk
0.48744853597531174,0.37239282947259084,9.73503305630068,walk
0.45418121100538666,0.19976571935007753,9.765497509770402,walk
0.3045613271962673,0.11823243810403467,9.632602148448766,walk
0.33252407634800296,0.15093977976476008,9.794546016273953,walk
0.29620967586836544,0.05266798421009016,9.654226981007538,walk
0.37362562011139017,-0.24489651225704204,9.630204382785736,walk
0.21842410529918513,-0.011205121281322339,9.58125523117106,walk
-0.08261335824341055,-0.08682421572610641,9.61906161824016,walk
0.03240839693947968,-0.3453989826255721,9.682509826466765,walk
-0.13219888533449414,-0.29125187636608374,9.516829528283173,walk
-0.2517544763729345,-0.3176988316453183,9.548233053914826,walk
-0.2067457686054115,-0.36429932819310834,9.600761812021933,walk
-0.23917360071474947,-0.45483313953083465,9.519619182168398,walk
-0.31138048527585377,-0.46223767303186036,9.600517163569357,walk
-0.5363352785552737,-0.3789077146808346,9.667222054332521,walk
-0.515212818149437,-0.227023908875641,9.837700940638303,walk
-0.46588702107377933,-0.24568441239274086,9.81369802899433,walk
-0.3985028379450031,-0.2822242546698019,9.844425637849616,walk
